library_name,toy_name,toy_type,age_group_labels,request_number,damage_description,status,damage_created_on
Nafees Raeesahmed Khan,Word Build,Toy,5-8 years | 8-12 years,RQ41552,"3 Blue tiles, 3white tiles, One light blue tiles missing.",PENDING,2025-10-04T13:19:54.03
Nafees Raeesahmed Khan,Halfmoon Geometric Shape Sorter 26 Pieces,Toy,1-3 years | 3-5 years,RQ41551,Main Boar damage.,PENDING,2025-10-04T13:12:36.694
Arundhuti Bose,Montessori Rattles Kit,Toy,0-1 years | 1-3 years,RQ41550,1 piece is missing .round key ,PENDING,2025-10-04T13:11:59.354
Nafees Raeesahmed Khan,Dig Up,Toy,5-8 years | 8-12 years,RQ41549,"One order card, paper care bag missing.",PENDING,2025-10-04T13:06:45.048
Nafees Raeesahmed Khan,Small Alphabet LC Magnetic,Toy,1-3 years | 3-5 years,RQ41548,Two alphabets missing.,PENDING,2025-10-04T13:04:36.906
Nafees Raeesahmed Khan,Weigh N Play Elephant,Toy,5-8 years,RQ41547,"2 sugarcanes , 4, 9 numbers missing. ",PENDING,2025-10-04T13:01:54.096
Nafees Raeesahmed Khan,Skill Games,Toy,5-8 years | 8-12 years,RQ41538,"Three repeatable skill games, Six double side mats, 1 duster cloth, 1 skilly billy achievement certificate missing.",PENDING,2025-10-04T12:38:16.342
Nafees Raeesahmed Khan,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ41535,"Toy box, code not return, three ball missing.",PENDING,2025-10-04T12:27:16.253
Vansh Agarwal,Wooden Ice Cream Magnetic Toy Set,Toy,1-3 years | 3-5 years,RQ41533,this 4 wooden  ice cream pieces are not have ,PENDING,2025-10-04T12:18:13.951
Nafees Raeesahmed Khan,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ41532,"Seven ball, One Ring, One basket missing.",PENDING,2025-10-04T12:16:29.005
Hyderabad Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ41530,"1 peace missing 
1 fishing stick missing",PENDING,2025-10-04T12:14:01.33
Nafees Raeesahmed Khan,Magnetic Match-Alphabet Rainbow,Toy,1-3 years | 3-5 years,RQ41527,Three magnetic coin missing.,PENDING,2025-10-04T12:09:23.369
Nafees Raeesahmed Khan,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ41526,One ball missing.,PENDING,2025-10-04T12:05:38.16
Nafees Raeesahmed Khan,Weights & Dumbbell Set,Toy,0-1 years | 1-3 years,RQ41525,20 kg weight missing.,PENDING,2025-10-04T11:59:16.115
Nafees Raeesahmed Khan,GRAB,Toy,5-8 years | 8-12 years,RQ41524,One game card missing.,PENDING,2025-10-04T11:47:58.554
Pune Hub,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ41523,Bolls missing ,PENDING,2025-10-04T11:39:19.166
Arundhuti Bose,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ41515,6 pieces are missing and also light are not working,PENDING,2025-10-04T07:39:23.663
Arundhuti Bose,Giant Blocks (100) Pcs - [1733],Toy,1-3 years | 3-5 years,RQ41514,1 piece is missing and all pieces are broken..not playable,PENDING,2025-10-04T07:37:57.478
Arundhuti Bose,Magnetic Robo Blocks,Toy,1-3 years | 3-5 years,RQ41513,5 pieces are missing ,PENDING,2025-10-04T07:29:15.267
Arundhuti Bose,Kitchen Play Set | Beech Wood Cooking Set (9 Pcs),Toy,1-3 years | 3-5 years,RQ41512,Plate is missing ,PENDING,2025-10-04T07:27:02.428
Arundhuti Bose,Wooden Doctor Role Play Set,Toy,1-3 years | 3-5 years,RQ41511,Lots of pieces are missing,PENDING,2025-10-04T07:11:04.907
Arundhuti Bose,Shifu Plugo - Link,Toy,3-5 years | 5-8 years,RQ41510,Total 15 pieces Magnetic building blocks are missing...can not play,PENDING,2025-10-04T07:08:50.506
Arundhuti Bose,Triple Cross,Toy,5-8 years | 8-12 years,RQ41509,1 yellow disc and black stand are missing ,PENDING,2025-10-04T07:04:01.519
Suman Jain,Monopoly Fs (India Edition),Toy,5-8 years | 8-12 years,RQ41487,"8 token 
32 green houses
12 red hotels
2 dice 
1 speed dice missing",PENDING,2025-10-03T20:18:34.327
Suman Jain,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ41485,many pcs and led not working,PENDING,2025-10-03T20:03:23.421
Suman Jain,GAME OF LIFE FS CLASSIC,Toy,5-8 years | 8-12 years,RQ41482,"17 pegs 
5 cars
2 monkey pack 
3 green mountain 
1 white bridge 
7 white Building 
missing ",PENDING,2025-10-03T19:16:22.32
Arundhuti Bose,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ41481,5 pieces are missing ,PENDING,2025-10-03T19:13:44.296
Vansh Agarwal,Moo Town Detective,Toy,5-8 years | 8-12 years,RQ41480,"Magnetic glass missing 
Erasable marker missing 
4 case cards missing
1 puzzle missing",PENDING,2025-10-03T19:09:15.307
Vansh Agarwal,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ41479,"1 ORAL MIRROR
1 OTOCSOPE
1 SYRINGE
1 STETHOSCOPE
1 TWEEZER
 1 SURGICAL SCISSOR
2 SCISSOR
1 EYE GLASS
 1 THERMOMETER
1 CARDS
 1 MEDICINE BOX
 1 HAMMER ",PENDING,2025-10-03T19:06:42.626
Andheri Hub - Mumbai,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ41478,bolls are missing ,PENDING,2025-10-03T19:01:04.863
the EleFant Play Arena - Noida,Iconic London,Toy,5-8 years | 8-12 years,RQ41470,3 blocks missing ,PENDING,2025-10-03T18:47:39.522
Andheri Hub - Mumbai,Mini Abacus,Toy,1-3 years | 3-5 years,RQ41463,4 Shape is Missing  ,PENDING,2025-10-03T18:21:31.95
Suman Jain,Betty the Butterfly (Musical),Toy,1-3 years,RQ41456,Sound music not working ,PENDING,2025-10-03T17:18:46.35
Andheri Hub - Mumbai,NE KOP DW ROLE ON PLAY SMALL  DOCTOR SET,Toy,3-5 years | 5-8 years,RQ41450,stesocop is missing  & some instrument is missing ,PENDING,2025-10-03T16:10:25.452
Arundhuti Bose,Sweet Treat - Waffle Maker Green Color,Toy,1-3 years | 3-5 years,RQ41442,Tong is missing ,PENDING,2025-10-03T14:50:44.883
Suman Jain,Activity Walker,Big,0-1 years | 1-3 years,RQ41433,stick missing,PENDING,2025-10-03T13:25:32.397
Suman Jain,Wooden Doctor Role Play Set,Toy,1-3 years | 3-5 years,RQ41431,8 pcs found ,PENDING,2025-10-03T13:19:29.705
Suman Jain,Kitchen Play Set | Beech Wood Cooking Set (9 Pcs),Toy,1-3 years | 3-5 years,RQ41429,"leavs 
tamado 
yellow cup handle missing ",PENDING,2025-10-03T13:15:27.795
Hyderabad Hub,Fun Fair game,Toy,5-8 years | 8-12 years,RQ41425,item missing,PENDING,2025-10-03T13:08:12.806
Suman Jain,Sandwich and Burger Wooden Set,Toy,3-5 years | 5-8 years,RQ41423,buger fries sandwich missing,PENDING,2025-10-03T12:55:32.593
Suman Jain,Space Shuttle Busy Board with Launch Pad,Toy,1-3 years | 3-5 years,RQ41422,2 pawns missing,PENDING,2025-10-03T12:53:09.094
Suman Jain,Disney My First Stories: Did Simba Listen?,Books,1-3 years | 3-5 years,RQ41412,damage ,PENDING,2025-10-03T12:19:40.88
Vansh Agarwal,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ41410,9 BOLLS MISSING,PENDING,2025-10-03T11:59:37.84
Vansh Agarwal,3 IN 1 Deluxe Playgym-9949300,Toy,0-1 years | 1-3 years,RQ41407,THERE ARE 3 TOY MISSING,PENDING,2025-10-03T11:51:59.46
Pune Hub,30pcs Sunta blocks - Tiger,Toy,1-3 years | 3-5 years,RQ41401,16 Pisces missing ,PENDING,2025-10-03T10:16:14.105
Arundhuti Bose,Magnetic Birds and Flowers,Toy,1-3 years | 3-5 years,RQ41396,2 pieces are missing..lots of damaged ,PENDING,2025-10-03T09:20:41.339
Gurgaon Hub,Doodle Placemats Travel Set - Space Series,Toy,3-5 years | 5-8 years,RQ41395,Sheet missing ,PENDING,2025-10-03T09:01:13.223
Chennai Hub,Comb and Shine,Toy,1-3 years | 3-5 years,RQ41364,Missing many items ,PENDING,2025-10-02T16:53:33.77
Krishna Pandya,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ41331,1 long green stick is missing ,PENDING,2025-10-02T00:31:39.474
Krishna Pandya,Magnetic tile - 28 pcs,Toy,3-5 years,RQ41330,1 square piece is missing ,PENDING,2025-10-01T23:49:42.712
Ahmedabad HUB,Match it,Toy,3-5 years | 5-8 years,RQ41323,Timer missing ,PENDING,2025-10-01T21:29:28.727
the EleFant Play Arena - Noida,Robo Toy,Toy,3-5 years | 5-8 years,RQ41316,Damage,PENDING,2025-10-01T20:03:41.965
Health Hub,Giant Blocks (50) Pcs - [1732],Toy,3-5 years | 5-8 years,RQ41312,49 pieces received instead of 50,PENDING,2025-10-01T19:22:38.214
Suman Jain,Rainbow Puzzle,Toy,1-3 years | 3-5 years,RQ41305, 1pcs missing ,PENDING,2025-10-01T16:13:14.905
Andheri Hub - Mumbai,NE KOP DW ROLE ON PLAY SMALL  DOCTOR SET,Toy,3-5 years | 5-8 years,RQ41295,injecstion is dameg & tharmametre is missing,PENDING,2025-10-01T13:11:17.309
Andheri Hub - Mumbai,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ41293,1 bottel & 4 boll is missing,PENDING,2025-10-01T12:35:43.481
Nagpur Hub,Orboot Dinos,Toy,5-8 years | 8-12 years,RQ41292,Sticker book and manual missing,PENDING,2025-10-01T12:30:39.778
Nagpur Hub,Kitchen Set Wheel,Toy,3-5 years | 5-8 years,RQ41291,2 saucer and 2 spoon missing,PENDING,2025-10-01T12:29:11.595
Nagpur Hub,Beware of the Shark,Toy,5-8 years | 8-12 years,RQ41290,"Broken and out of 40 ,3 token missing",PENDING,2025-10-01T12:27:44.115
Pune Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ41285,Car missing ,PENDING,2025-10-01T11:44:05.578
Pune Hub,SMILEY GAMES,Toy,5-8 years | 8-12 years,RQ41284,Dies missing ,PENDING,2025-10-01T11:42:38.669
Pune Hub,Mega Bricks Forest Police Car Set Building Blocks,Toy,1-3 years | 3-5 years,RQ41281,Parts missing ,PENDING,2025-10-01T11:35:37.983
Pune Hub,Beware of the Shark,Toy,5-8 years | 8-12 years,RQ41277,1 dies and fishes missing ,PENDING,2025-10-01T10:12:13.593
Pune Hub,NE KOP DW ROLE ON PLAY SMALL BEAUTY SET,Toy,3-5 years | 5-8 years,RQ41276,Missing parts ,PENDING,2025-10-01T10:03:09.389
the EleFant Play Arena - Noida,NE TZ PULL ALONG TURTLE WT SHAPE SORTER,Toy,0-1 years | 1-3 years,RQ41244,All shapes are missing ,PENDING,2025-09-30T19:43:47.078
the EleFant Play Arena - Noida,Button It right Jr - [4128],Toy,1-3 years | 3-5 years,RQ41243,Bottles short,PENDING,2025-09-30T19:41:11.033
Priyanka Laddhad,Table Top Foosball Small,Big,3-5 years | 5-8 years | 8-12 years,RQ41237,"16 pegs, 1 dice and 1 ball are missing.",PENDING,2025-09-30T17:06:11.974
Priyanka Laddhad,Hopscotch mat Twister,Toy,5-8 years | 8-12 years,RQ41235,Mat is dirty in a few spots,PENDING,2025-09-30T16:49:58.932
Nafees Raeesahmed Khan,NE SS OP Magic Gears,Toy,0-1 years | 1-3 years,RQ41234,Red big gear missing. The toy was damaged on first use.,PENDING,2025-09-30T16:41:56.01
Sangeeta Jain,Pho-Pho-Phonics card with Interactive Pen,Toy,3-5 years | 5-8 years,RQ41233, this toy part missing 1pen (usb cable,PENDING,2025-09-30T16:36:11.834
Priyanka Laddhad,Lets Play Restaurant Magnetic,Toy,3-5 years | 5-8 years,RQ41231,1 glass is missing,PENDING,2025-09-30T16:11:18.138
Andheri Hub - Mumbai,Jiggles,Toy,5-8 years | 8-12 years,RQ41230,button is not workimg,PENDING,2025-09-30T16:08:22.328
Priyanka Laddhad,Geltiles Freedom  - Colorful Magnetic Tiles,Toy,3-5 years | 5-8 years,RQ41228,2 pieces are missing.,PENDING,2025-09-30T15:48:08.67
Suman Jain,First Magnetic Puzzles Activity Box : Dinosaurs,Toy,1-3 years | 3-5 years,RQ41226,pcs missing ,PENDING,2025-09-30T15:41:42.819
Andheri Hub - Mumbai,Jazz Drum Set with Stool,Toy,1-3 years | 3-5 years,RQ41222,stick is missing,PENDING,2025-09-30T15:33:37.356
Priyanka Laddhad,Elephant,Toy,0-1 years | 1-3 years,RQ41219,Bag was not returned,PENDING,2025-09-30T15:21:50.826
Pune Hub,Montessori Rattles Kit,Toy,0-1 years | 1-3 years,RQ41204,Pisces missing ,PENDING,2025-09-30T09:17:54.347
Health Hub,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ41183,Milk can missing. Also sent it without zipper bag and box.,PENDING,2025-09-29T20:22:18.418
Vansh Agarwal,Wooden Birthday cake set,Toy,1-3 years | 3-5 years,RQ41176,"2 and 3 number Miss
And 2 candle missing",PENDING,2025-09-29T18:47:59.308
Suman Jain,Alphatub,Big,1-3 years | 3-5 years,RQ41174,v and w missing ,PENDING,2025-09-29T17:47:02.304
Priyanka Laddhad,33-Piece Wooden Tool Kit Set with Tool Box,Toy,1-3 years | 3-5 years,RQ41171,"1 plier, 1 hammer, 2 building blocks, 1 bolt are missing.",PENDING,2025-09-29T17:12:22.155
Yogita's Toy Library,Penalty Shoot Out,Toy,3-5 years | 5-8 years,RQ41170,Missing pcs and also dice ,PENDING,2025-09-29T17:08:54.4
Yogita's Toy Library,Pull Along Animal Tractor | Animal Building Blocks | Puzzle,Toy,0-1 years | 1-3 years,RQ41167,1 pc missing ,PENDING,2025-09-29T16:52:48.076
Yogita's Toy Library,Tic tac Toe,Toy,3-5 years | 5-8 years,RQ41166,1 pc missing ,PENDING,2025-09-29T16:48:26.693
Yogita's Toy Library,Stack a Cake,Toy,3-5 years | 5-8 years,RQ41163,"Track missing 
Birthday bear missing 
Candles missing and dice",PENDING,2025-09-29T16:34:44.552
Priyanka Laddhad,LAND-ANIMALS-BLOCKS-92,Toy,3-5 years | 5-8 years,RQ41161,8 pieces are missing.,PENDING,2025-09-29T16:32:02.416
Vansh Agarwal,Super Sentence,Toy,5-8 years | 8-12 years,RQ41158,1 Sand timer toy missing,PENDING,2025-09-29T15:04:09.726
Andheri Hub - Mumbai,Weigh N Play Elephant,Toy,5-8 years,RQ41147,cards are missing,PENDING,2025-09-29T13:24:32.726
Akansha Sahu,Hedbandz,Toy,3-5 years,RQ41142,two bands were missing.. and all coins are missing,PENDING,2025-09-29T12:42:51.143
Akansha Sahu,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ41141,bus was broken ,PENDING,2025-09-29T12:40:28.103
Akansha Sahu,Ramp Race Track Car,Toy,3-5 years | 5-8 years,RQ41138,cars are missing,PENDING,2025-09-29T12:37:03.387
Akansha Sahu,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ41136,cars were missing,PENDING,2025-09-29T12:35:04.433
Akansha Sahu,Wooden tool kit - suitcase,Toy,3-5 years | 5-8 years,RQ41135,suitcase was damaged,PENDING,2025-09-29T12:29:32.786
Akansha Sahu,Mini Abacus,Toy,1-3 years | 3-5 years,RQ41134,shapes are missing 4 shapes ,PENDING,2025-09-29T12:28:18.885
SM Services - Mohammad,Just Triangles,Toy,0-1 years | 1-3 years,RQ41103,4 Soft triangles soiled. ,PENDING,2025-09-28T22:14:11.839
SM Services - Mohammad,Alphabet Flip Card,Toy,3-5 years,RQ41098,"23/26 cards received. 
Cards returned without the metalic round box. Also, Boundary of the cards soiled",PENDING,2025-09-28T21:37:36.158
SM Services - Mohammad,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ41086,Toy recieved without velcro pouch,PENDING,2025-09-28T18:06:04.713
SM Services - Mohammad,NE RATTLING CEMENT MIXTURE,Toy,3-5 years | 5-8 years,RQ41085,Toy returned without zipper bag.,PENDING,2025-09-28T18:04:41.964
SM Services - Mohammad,The Game of Leap & Tumbles,Toy,3-5 years | 5-8 years,RQ41080,"Sand timer missing.
20/24 star cards recieved, 4 cards missing.
1/5 games peices recieved.",PENDING,2025-09-28T17:29:21.432
Suman Jain,Sweet Treat - Waffle Maker Green Color,Toy,1-3 years | 3-5 years,RQ41050,"1 Tong, missing ",PENDING,2025-09-28T12:50:22.326
Chennai Hub,Funny Money - Cashier,Toy,3-5 years | 5-8 years,RQ41048,"3 coin missing 
6paper currency missing ",PENDING,2025-09-28T12:36:43.121
Chennai Hub,Wooden Shape and Number House Toy,Toy,1-3 years | 3-5 years,RQ41047,19 Wooden piece missing ,PENDING,2025-09-28T12:28:43.548
Chennai Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ41038,2 puzzle piece missing ,PENDING,2025-09-28T10:09:49.548
Suman Jain,CONNECT 4,Toy,5-8 years | 8-12 years,RQ41010,"6 red 
5 yellow missing ",PENDING,2025-09-27T19:12:05.172
Suman Jain,Funny Money - Cashier,Toy,3-5 years | 5-8 years,RQ41008,fully borken,PENDING,2025-09-27T19:07:43.292
Suman Jain,Planets with Galaxy Board,Toy,3-5 years | 5-8 years,RQ41004,3 plants missing,PENDING,2025-09-27T18:31:45.519
Arundhuti Bose,Magnetic tile - 28 pcs,Toy,3-5 years,RQ40994,1 piece is missing ,PENDING,2025-09-27T17:17:16.514
Arundhuti Bose,Seek & Splash in the bath,Toy,3-5 years | 5-8 years,RQ40993,5 colourful gems are missing..,PENDING,2025-09-27T17:16:30.959
Arundhuti Bose,Shape Sorter Geometric,Toy,1-3 years | 3-5 years,RQ40992,1 piece is Missing ,PENDING,2025-09-27T17:05:58.427
Arundhuti Bose,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ40990,1 bottle is missing ..out of 5 we received 4,PENDING,2025-09-27T16:58:00.543
Chennai Hub,Super Doodle,Toy,3-5 years,RQ40989,1 Doodle Board with stylus missing ,PENDING,2025-09-27T16:55:26.149
Chennai Hub,Ramp Race Track Car,Toy,3-5 years | 5-8 years,RQ40987,"2 car missing 
1 car demage ",PENDING,2025-09-27T16:46:40.97
Hyderabad Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ40976,one car damage,PENDING,2025-09-27T14:55:46.981
Hyderabad Hub,NE SS OP GEOMETRICAL GENIOUS,Toy,1-3 years | 3-5 years,RQ40974,one part is missing ,PENDING,2025-09-27T14:53:26.323
Hyderabad Hub,First Magnetic Puzzles Activity Box : Dinosaurs,Toy,1-3 years | 3-5 years,RQ40973,2 parts missing,PENDING,2025-09-27T14:52:40.443
Delhi HUB,RAINFOREST HEART OF EARTH - GLOW IN THE DARK,Toy,3-5 years | 5-8 years,RQ40972,3pieces missing ,PENDING,2025-09-27T14:51:47.349
Suman Jain,Domestic Animal Puzzle,Toy,1-3 years | 3-5 years,RQ40969,tortoise missing ,PENDING,2025-09-27T14:25:16.258
Andheri Hub - Mumbai,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ40964,2 cars is missing,PENDING,2025-09-27T13:51:38.509
Suman Jain,My Learning World Shapes Starfish,Books,1-3 years,RQ40962,wet and sticky ,PENDING,2025-09-27T13:40:11.59
Andheri Hub - Mumbai,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ40958,1 key and balls missing,PENDING,2025-09-27T13:20:26.821
Suman Jain,Square Stacker,Toy,1-3 years,RQ40956,3 shapes missing,PENDING,2025-09-27T13:09:28.578
Health Hub,Ice Cream,Toy,3-5 years | 5-8 years,RQ40942,"2 cones, 1 icecream scooper, 1 topping(chocolate )and an icecream scoop(chocolate) are missing. Out of  9 items only 4 are sent back.",PENDING,2025-09-27T09:15:03.663
Health Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ40941,All 3 gliding cars are damaged.  Can't be fixed as edges are broken. One of it's half part is missing.,PENDING,2025-09-27T08:46:43.378
Priyanka Laddhad,Sweet Treat - Waffle Maker Green Color,Toy,1-3 years | 3-5 years,RQ40911,1 tong is missing ,PENDING,2025-09-26T20:50:54.316
Priyanka Laddhad,Magnetic Robo Blocks,Toy,1-3 years | 3-5 years,RQ40910,3 pieces are missing.,PENDING,2025-09-26T20:46:34.579
Suman Jain,Magnetic Learning Centre,Toy,3-5 years,RQ40906,many number and alphabet missing,PENDING,2025-09-26T20:04:42.654
Suman Jain,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ40900,10 pcs ,PENDING,2025-09-26T19:28:54.399
Suman Jain,Combi Cubes,Toy,3-5 years | 5-8 years,RQ40896,sand timmer missing,PENDING,2025-09-26T19:10:38.111
Suman Jain,Touch & Feel 123,Books,0-1 years | 1-3 years,RQ40894,damage ,PENDING,2025-09-26T18:55:07.42
Suman Jain,Happy Duck Track Set,Toy,1-3 years | 3-5 years,RQ40891,"1 poster 
3 ducks 
missing ",PENDING,2025-09-26T18:28:50.895
Suman Jain,3 D Snakes & Ladders,Toy,5-8 years | 8-12 years,RQ40890,"2 pegs 
missing ",PENDING,2025-09-26T18:18:45.619
Suman Jain,Wooden Alphabet Educational Puzzle,Toy,1-3 years | 3-5 years,RQ40889,u missing ,PENDING,2025-09-26T18:16:52.11
Arundhuti Bose,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ40887,2 clay is finished ,PENDING,2025-09-26T17:33:15.879
Arundhuti Bose,Match it,Toy,3-5 years | 5-8 years,RQ40886,Sand timer is missing ,PENDING,2025-09-26T17:21:59.085
Arundhuti Bose,Jazz Drum Set with Stool,Toy,1-3 years | 3-5 years,RQ40885,1 yellow piles is missing..out of 4 we received 3 only,PENDING,2025-09-26T17:17:48.425
Hyderabad Hub,Colourful Tumbling Tower Wooden,Toy,5-8 years | 8-12 years,RQ40883,"Total 58 blocks 
4 blocks are missing ",PENDING,2025-09-26T17:05:54.998
Suman Jain,Counting Double Hand Puzzle,Toy,1-3 years | 3-5 years,RQ40872,"1,to,10 numbers, 6 no, missing and 10 no ",PENDING,2025-09-26T16:23:58.711
Andheri Hub - Mumbai,Orboot Dinos,Toy,5-8 years | 8-12 years,RQ40868,Dino ball is broke,PENDING,2025-09-26T15:24:47.214
Andheri Hub - Mumbai,Super Doodle,Toy,3-5 years,RQ40866,Alphabets numbers is 41 but received only 30,PENDING,2025-09-26T15:05:07.308
Suman Jain,Colour Pairing Mushrooms,Toy,0-1 years | 1-3 years,RQ40865,DAMAGE 2 MUSHROOMS MISSING,PENDING,2025-09-26T15:01:57.049
Kenten Harish  Augustus,123 wooden chunky number board,Toy,0-1 years | 1-3 years,RQ40855,Missing 3 pieces,PENDING,2025-09-26T14:09:42.239
Kenten Harish  Augustus,Wonder Bricks - Farm,Toy,0-1 years | 1-3 years,RQ40852,Missing 1 yellow piece and 1 green carrot,PENDING,2025-09-26T13:07:34.508
Jayshree Pravesh Jain,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ40849,"1 fork, 2 vegetable/ fruit are missing nd apple is stuck in the cup",PENDING,2025-09-26T12:11:16.516
Madhvi Jay Gajjar,Happy Duck Track Set,Toy,1-3 years | 3-5 years,RQ40847,"Green strip is broken, less duck",PENDING,2025-09-26T11:34:29.874
Madhvi Jay Gajjar,Alphatub,Big,1-3 years | 3-5 years,RQ40846,"Less alphabet, less sheet, so much durty can't remove pink colour ",PENDING,2025-09-26T11:31:40.637
Gurgaon Hub,"6"" Galaxy Activity Busy Cube",Toy,1-3 years,RQ40837,Damage ,PENDING,2025-09-26T10:02:00.447
Nagpur Hub,Mechanix-2,Toy,5-8 years | 8-12 years,RQ40817,"psq red 2 missing , plr transperent one missing , psr green 2 piece missing , 4 trye missing , 11 bolt missing , 1 eleven piece missing",PENDING,2025-09-26T00:02:13.987
Nafees Raeesahmed Khan,Write & Wipe Activity - Road Trip,Toy,3-5 years,RQ40799,Two Trip Trackers missing,PENDING,2025-09-25T20:15:02.684
Suman Jain,NE ELC  BUILD AND PLAY AEROPLANE,Toy,1-3 years | 3-5 years,RQ40790,wings missing ,PENDING,2025-09-25T17:50:08.277
Delhi HUB,Color Sorting Toy,Toy,0-1 years | 1-3 years,RQ40788,6piece missing ,PENDING,2025-09-25T17:25:29.007
Vansh Agarwal,Magbox - Magnetic Toy - 50 pieces,Toy,3-5 years | 5-8 years,RQ40783,Two balls & two sticks  missing,PENDING,2025-09-25T16:34:38.564
Vansh Agarwal,NE SS OP MY FIRST TRAIN,Toy,1-3 years | 3-5 years,RQ40781,"Wheel damage 
Two pieces missing",PENDING,2025-09-25T16:31:05.39
Vansh Agarwal,Ready to Spell,Toy,3-5 years | 5-8 years,RQ40780,"52 Wooden Letters missing
",PENDING,2025-09-25T16:27:49.245
Yogita's Toy Library,Magnetic Learn to Write : Numbers & Capital Letters,Toy,3-5 years | 5-8 years,RQ40774,Missing ,PENDING,2025-09-25T15:44:20.114
